X Y INLINE XLINE
10775.0 10150.0 7 32
10800.0 10150.0 7 33
10825.0 10150.0 7 34
10850.0 10150.0 7 35
10875.0 10150.0 7 36
10900.0 10150.0 7 37
10925.0 10150.0 7 38
10950.0 10150.0 7 39
10975.0 10150.0 7 40
11000.0 10150.0 7 41
11025.0 10150.0 7 42
11050.0 10150.0 7 43
11075.0 10150.0 7 44
11100.0 10150.0 7 45
11125.0 10150.0 7 46
11150.0 10150.0 7 47
11175.0 10150.0 7 48
11200.0 10150.0 7 49
11225.0 10150.0 7 50
11250.0 10150.0 7 51
11275.0 10150.0 7 52
11300.0 10150.0 7 53
11325.0 10150.0 7 54
11350.0 10150.0 7 55
11375.0 10150.0 7 56
11400.0 10150.0 7 57
11425.0 10150.0 7 58
11450.0 10150.0 7 59
11475.0 10150.0 7 60
11500.0 10150.0 7 61
11525.0 10150.0 7 62
11550.0 10150.0 7 63
11575.0 10150.0 7 64
11600.0 10150.0 7 65
11625.0 10150.0 7 66
11650.0 10150.0 7 67
11675.0 10150.0 7 68
11700.0 10150.0 7 69
11725.0 10150.0 7 70
11750.0 10150.0 7 71
11775.0 10150.0 7 72
11800.0 10150.0 7 73
11825.0 10150.0 7 74
11850.0 10150.0 7 75
11875.0 10150.0 7 76
11900.0 10150.0 7 77
11925.0 10150.0 7 78
11950.0 10150.0 7 79
11975.0 10150.0 7 80
12000.0 10150.0 7 81
12025.0 10150.0 7 82
12050.0 10150.0 7 83
12075.0 10150.0 7 84
12100.0 10150.0 7 85
12125.0 10150.0 7 86
12150.0 10150.0 7 87
12175.0 10150.0 7 88
12200.0 10150.0 7 89
12225.0 10150.0 7 90
12250.0 10150.0 7 91
12275.0 10150.0 7 92
12300.0 10150.0 7 93
12325.0 10150.0 7 94
12350.0 10150.0 7 95
12375.0 10150.0 7 96
12400.0 10150.0 7 97
12425.0 10150.0 7 98
12450.0 10150.0 7 99
12475.0 10150.0 7 100
10000.0 10175.0 8 1
10025.0 10175.0 8 2
10050.0 10175.0 8 3
10075.0 10175.0 8 4
10100.0 10175.0 8 5
10125.0 10175.0 8 6
10150.0 10175.0 8 7
10175.0 10175.0 8 8
10200.0 10175.0 8 9
10225.0 10175.0 8 10
10250.0 10175.0 8 11
10275.0 10175.0 8 12
10300.0 10175.0 8 13
10325.0 10175.0 8 14
10350.0 10175.0 8 15
10375.0 10175.0 8 16
10400.0 10175.0 8 17
10425.0 10175.0 8 18
10450.0 10175.0 8 19
10475.0 10175.0 8 20
10500.0 10175.0 8 21
10525.0 10175.0 8 22
10550.0 10175.0 8 23
10575.0 10175.0 8 24
10600.0 10175.0 8 25
10625.0 10175.0 8 26
10650.0 10175.0 8 27
10675.0 10175.0 8 28
10700.0 10175.0 8 29
10725.0 10175.0 8 30
10750.0 10175.0 8 31
10775.0 10175.0 8 32
10800.0 10175.0 8 33
10825.0 10175.0 8 34
10850.0 10175.0 8 35
10875.0 10175.0 8 36
10900.0 10175.0 8 37
10925.0 10175.0 8 38
10950.0 10175.0 8 39
10975.0 10175.0 8 40
11000.0 10175.0 8 41
11025.0 10175.0 8 42
11050.0 10175.0 8 43
11075.0 10175.0 8 44
11100.0 10175.0 8 45
11125.0 10175.0 8 46
11150.0 10175.0 8 47
11175.0 10175.0 8 48
11200.0 10175.0 8 49
11225.0 10175.0 8 50
11250.0 10175.0 8 51
11275.0 10175.0 8 52
11300.0 10175.0 8 53
11325.0 10175.0 8 54
11350.0 10175.0 8 55
11375.0 10175.0 8 56
11400.0 10175.0 8 57
11425.0 10175.0 8 58
11450.0 10175.0 8 59
11475.0 10175.0 8 60
11500.0 10175.0 8 61
11525.0 10175.0 8 62
11550.0 10175.0 8 63
11575.0 10175.0 8 64
11600.0 10175.0 8 65
11625.0 10175.0 8 66
11650.0 10175.0 8 67
11675.0 10175.0 8 68
11700.0 10175.0 8 69
11725.0 10175.0 8 70
11750.0 10175.0 8 71
11775.0 10175.0 8 72
11800.0 10175.0 8 73
11825.0 10175.0 8 74
11850.0 10175.0 8 75
11875.0 10175.0 8 76
11900.0 10175.0 8 77
11925.0 10175.0 8 78
11950.0 10175.0 8 79
11975.0 10175.0 8 80
12000.0 10175.0 8 81
12025.0 10175.0 8 82
12050.0 10175.0 8 83
12075.0 10175.0 8 84
12100.0 10175.0 8 85
12125.0 10175.0 8 86
12150.0 10175.0 8 87
12175.0 10175.0 8 88
12200.0 10175.0 8 89
12225.0 10175.0 8 90
12250.0 10175.0 8 91
12275.0 10175.0 8 92
12300.0 10175.0 8 93
12325.0 10175.0 8 94
12350.0 10175.0 8 95
12375.0 10175.0 8 96
12400.0 10175.0 8 97
12425.0 10175.0 8 98
12450.0 10175.0 8 99
12475.0 10175.0 8 100
10000.0 10200.0 9 1
10025.0 10200.0 9 2
10050.0 10200.0 9 3
10075.0 10200.0 9 4
10100.0 10200.0 9 5
10125.0 10200.0 9 6
10150.0 10200.0 9 7
10175.0 10200.0 9 8
10200.0 10200.0 9 9
10225.0 10200.0 9 10
10250.0 10200.0 9 11
10275.0 10200.0 9 12
10300.0 10200.0 9 13
10325.0 10200.0 9 14
10350.0 10200.0 9 15
10375.0 10200.0 9 16
10400.0 10200.0 9 17
10425.0 10200.0 9 18
10450.0 10200.0 9 19
10475.0 10200.0 9 20
10500.0 10200.0 9 21
10525.0 10200.0 9 22
10550.0 10200.0 9 23
10575.0 10200.0 9 24
10600.0 10200.0 9 25
10625.0 10200.0 9 26
10650.0 10200.0 9 27
10675.0 10200.0 9 28
10700.0 10200.0 9 29
10725.0 10200.0 9 30
10750.0 10200.0 9 31
10775.0 10200.0 9 32
10800.0 10200.0 9 33
10825.0 10200.0 9 34
10850.0 10200.0 9 35
10875.0 10200.0 9 36
10900.0 10200.0 9 37
10925.0 10200.0 9 38
10950.0 10200.0 9 39
10975.0 10200.0 9 40
11000.0 10200.0 9 41
11025.0 10200.0 9 42
11050.0 10200.0 9 43
11075.0 10200.0 9 44
11100.0 10200.0 9 45
11125.0 10200.0 9 46
11150.0 10200.0 9 47
11175.0 10200.0 9 48
11200.0 10200.0 9 49
11225.0 10200.0 9 50
11250.0 10200.0 9 51
11275.0 10200.0 9 52
11300.0 10200.0 9 53
11325.0 10200.0 9 54
11350.0 10200.0 9 55
11375.0 10200.0 9 56
11400.0 10200.0 9 57
11425.0 10200.0 9 58
11450.0 10200.0 9 59
11475.0 10200.0 9 60
11500.0 10200.0 9 61
11525.0 10200.0 9 62
11550.0 10200.0 9 63
11575.0 10200.0 9 64
11600.0 10200.0 9 65
11625.0 10200.0 9 66
11650.0 10200.0 9 67
11675.0 10200.0 9 68
11700.0 10200.0 9 69
11725.0 10200.0 9 70
11750.0 10200.0 9 71
11775.0 10200.0 9 72
11800.0 10200.0 9 73
11825.0 10200.0 9 74
11850.0 10200.0 9 75
11875.0 10200.0 9 76
11900.0 10200.0 9 77
11925.0 10200.0 9 78
11950.0 10200.0 9 79
11975.0 10200.0 9 80
12000.0 10200.0 9 81
12025.0 10200.0 9 82
12050.0 10200.0 9 83
12075.0 10200.0 9 84
12100.0 10200.0 9 85
12125.0 10200.0 9 86
12150.0 10200.0 9 87
12175.0 10200.0 9 88
12200.0 10200.0 9 89
12225.0 10200.0 9 90
12250.0 10200.0 9 91
12275.0 10200.0 9 92
12300.0 10200.0 9 93
12325.0 10200.0 9 94
12350.0 10200.0 9 95
12375.0 10200.0 9 96
12400.0 10200.0 9 97
12425.0 10200.0 9 98
12450.0 10200.0 9 99
12475.0 10200.0 9 100
10000.0 10225.0 10 1
10025.0 10225.0 10 2
10050.0 10225.0 10 3
10075.0 10225.0 10 4
10100.0 10225.0 10 5
10125.0 10225.0 10 6
10150.0 10225.0 10 7
10175.0 10225.0 10 8
10200.0 10225.0 10 9
10225.0 10225.0 10 10
10250.0 10225.0 10 11
10275.0 10225.0 10 12
10300.0 10225.0 10 13
10325.0 10225.0 10 14
10350.0 10225.0 10 15
10375.0 10225.0 10 16
10400.0 10225.0 10 17
10425.0 10225.0 10 18
10450.0 10225.0 10 19
10475.0 10225.0 10 20
10500.0 10225.0 10 21
10525.0 10225.0 10 22
10550.0 10225.0 10 23
10575.0 10225.0 10 24
10600.0 10225.0 10 25
10625.0 10225.0 10 26
10650.0 10225.0 10 27
10675.0 10225.0 10 28
10700.0 10225.0 10 29
10725.0 10225.0 10 30
10750.0 10225.0 10 31
10775.0 10225.0 10 32
10800.0 10225.0 10 33
10825.0 10225.0 10 34
10850.0 10225.0 10 35
10875.0 10225.0 10 36
10900.0 10225.0 10 37
10925.0 10225.0 10 38
10950.0 10225.0 10 39
10975.0 10225.0 10 40
11000.0 10225.0 10 41
11025.0 10225.0 10 42
11050.0 10225.0 10 43
11075.0 10225.0 10 44
11100.0 10225.0 10 45
11125.0 10225.0 10 46
11150.0 10225.0 10 47
11175.0 10225.0 10 48
11200.0 10225.0 10 49
11225.0 10225.0 10 50
11250.0 10225.0 10 51
11275.0 10225.0 10 52
11300.0 10225.0 10 53
11325.0 10225.0 10 54
11350.0 10225.0 10 55
11375.0 10225.0 10 56
11400.0 10225.0 10 57
11425.0 10225.0 10 58
11450.0 10225.0 10 59
11475.0 10225.0 10 60
11500.0 10225.0 10 61
11525.0 10225.0 10 62
11550.0 10225.0 10 63
11575.0 10225.0 10 64
11600.0 10225.0 10 65
11625.0 10225.0 10 66
11650.0 10225.0 10 67
11675.0 10225.0 10 68
11700.0 10225.0 10 69
11725.0 10225.0 10 70
11750.0 10225.0 10 71
11775.0 10225.0 10 72
11800.0 10225.0 10 73
11825.0 10225.0 10 74
11850.0 10225.0 10 75
11875.0 10225.0 10 76
11900.0 10225.0 10 77
11925.0 10225.0 10 78
11950.0 10225.0 10 79
11975.0 10225.0 10 80
12000.0 10225.0 10 81
12025.0 10225.0 10 82
12050.0 10225.0 10 83
12075.0 10225.0 10 84
12100.0 10225.0 10 85
12125.0 10225.0 10 86
12150.0 10225.0 10 87
12175.0 10225.0 10 88
12200.0 10225.0 10 89
12225.0 10225.0 10 90
12250.0 10225.0 10 91
12275.0 10225.0 10 92
12300.0 10225.0 10 93
12325.0 10225.0 10 94
12350.0 10225.0 10 95
12375.0 10225.0 10 96
12400.0 10225.0 10 97
12425.0 10225.0 10 98
